x,y,C10,C01,C20,invD,ux,uy,group_id
0.24204993,0.14349455,0.6,0.9,1.1,1.6,0.01958626,0.046509165,8
0.24205798,0.028838515,0.6,0.9,1.1,1.6,-0.0023441971,0.0118250465,8
0.24264802,0.06250166,0.6,0.9,1.1,1.6,-0.0005541643,0.025156507,8
0.243329,0.86729234,0.6,0.9,1.1,1.6,0.015981086,0.90417355,8
0.24441166,0.96852034,0.6,0.9,1.1,1.6,0.0043312227,0.9776332,8
0.24461149,0.1534703,0.6,0.9,1.1,1.6,0.024072714,0.04355322,8
0.24461149,0.3465297,0.6,0.9,1.1,1.6,0.059256267,0.59203887,8
0.24488395,0.7817196,0.6,0.9,1.1,1.6,0.023072256,0.8419341,8
0.24928258,0.017397163,0.6,0.9,1.1,1.6,-0.0020323156,0.006449447,8
0.24997063,0.4732485,0.6,0.9,1.1,1.6,0.030697096,0.6396614,8
0.25,0.0,0.6,0.9,1.1,1.6,5.81505e-40,1.1495326e-38,8
0.25,1.0,0.6,0.9,1.1,1.6,1.1879724e-38,1.0,8
0.25012773,0.9891433,0.6,0.9,1.1,1.6,0.0014801016,0.99233544,8
0.2502131,0.36849132,0.6,0.9,1.1,1.6,0.049617592,0.5982497,8
0.2504072,0.64155215,0.6,0.9,1.1,1.6,0.029753402,0.74365443,8
0.25058073,0.13194771,0.6,0.9,1.1,1.6,0.014256559,0.039495964,8
0.25072002,0.8125252,0.6,0.9,1.1,1.6,0.02033911,0.864576,8
0.25190714,0.35905942,0.6,0.9,1.1,1.6,0.053320374,0.5992739,8
0.25193298,0.40620935,0.6,0.9,1.1,1.6,0.037919536,0.6095239,8
0.25199467,0.14147753,0.6,0.9,1.1,1.6,0.017913753,0.038664117,8
0.2530872,0.96358174,0.6,0.9,1.1,1.6,0.004779844,0.97415996,8
0.25407034,0.9207518,0.6,0.9,1.1,1.6,0.009842141,0.94333357,8
0.25413486,0.5955249,0.6,0.9,1.1,1.6,0.030402616,0.7137312,8
0.25417504,0.15062709,0.6,0.9,1.1,1.6,0.022067897,0.036093324,8
0.25417504,0.34937292,0.6,0.9,1.1,1.6,0.0578226,0.60235864,8
0.25522625,0.8409481,0.6,0.9,1.1,1.6,0.017665157,0.8853914,8
0.25674123,0.02322775,0.6,0.9,1.1,1.6,-0.0024194487,0.007860832,8
0.2599963,0.37035856,0.6,0.9,1.1,1.6,0.04805839,0.60736567,8
0.26,0.0,0.6,0.9,1.1,1.6,5.045100000000001e-41,1.0359721e-38,8
0.26,1.0,0.6,0.9,1.1,1.6,-8.528354000000001e-39,1.0,8
0.26022217,0.13088177,0.6,0.9,1.1,1.6,0.01301786,0.032989863,8
0.26022735,0.03902443,0.6,0.9,1.1,1.6,-0.0026735237,0.01254426,8
0.26040414,0.093574286,0.6,0.9,1.1,1.6,0.0030204328,0.027629325,8
0.26048157,0.9881295,0.6,0.9,1.1,1.6,0.0015352787,0.99164397,8
0.26051435,0.97449124,0.6,0.9,1.1,1.6,0.0032631722,0.9819853,8
0.26093513,0.9567785,0.6,0.9,1.1,1.6,0.0054258727,0.9693631,8
0.2613557,0.026762294,0.6,0.9,1.1,1.6,-0.0026095163,0.008495967,8
0.26170656,0.13970183,0.6,0.9,1.1,1.6,0.016364079,0.03192435,8
0.26182434,0.36118773,0.6,0.9,1.1,1.6,0.051779363,0.6088324,8
0.2619567,0.51672995,0.6,0.9,1.1,1.6,0.029957538,0.6678903,8
0.26324573,0.545453,0.6,0.9,1.1,1.6,0.030113474,0.6847597,8
0.26381418,0.1480517,0.6,0.9,1.1,1.6,0.0200957,0.029630091,8
0.26381418,0.35194832,0.6,0.9,1.1,1.6,0.056232695,0.6117903,8
0.26634496,0.018761607,0.6,0.9,1.1,1.6,-0.0022071856,0.005545924,8
0.2667788,0.74953324,0.6,0.9,1.1,1.6,0.023779612,0.820289,8
0.26758155,0.3824266,0.6,0.9,1.1,1.6,0.04272015,0.61506355,8
0.26769537,0.042559177,0.6,0.9,1.1,1.6,-0.0026481275,0.012148603,8
0.2692876,0.13004261,0.6,0.9,1.1,1.6,0.011962645,0.027528014,8
0.26948005,0.67884606,0.6,0.9,1.1,1.6,0.027343536,0.7713239,8
0.26985434,0.37284246,0.6,0.9,1.1,1.6,0.046007868,0.61590064,8
0.26991203,0.71173614,0.6,0.9,1.1,1.6,0.025761027,0.79398876,8
0.26992264,0.43294936,0.6,0.9,1.1,1.6,0.031497486,0.63122696,8
0.27,0.0,0.6,0.9,1.1,1.6,-4.4511360000000006e-39,8.68333e-39,8
0.27,1.0,0.6,0.9,1.1,1.6,1.1932782e-38,1.0,8
0.27057865,0.035368767,0.6,0.9,1.1,1.6,-0.0027638979,0.009689046,8
0.27076882,0.6426048,0.6,0.9,1.1,1.6,0.028581789,0.74716365,8
0.2712147,0.13803856,0.6,0.9,1.1,1.6,0.014871709,0.026178796,8
0.27165553,0.36334452,0.6,0.9,1.1,1.6,0.049931947,0.61745054,8
0.27265978,0.97775835,0.6,0.9,1.1,1.6,0.0026778409,0.9843502,8
0.27351797,0.1457316,0.6,0.9,1.1,1.6,0.018142544,0.024083836,8
0.27351797,0.3542684,0.6,0.9,1.1,1.6,0.05442276,0.6203096,8
0.27363193,0.8921672,0.6,0.9,1.1,1.6,0.011863249,0.9230449,8
0.2754603,0.122903615,0.6,0.9,1.1,1.6,0.009161328,0.024076581,8
0.27564612,0.022926588,0.6,0.9,1.1,1.6,-0.00243418,0.0058506713,8
0.27618766,0.968009,0.6,0.9,1.1,1.6,0.003755582,0.9774607,8
0.27760357,0.033816356,0.6,0.9,1.1,1.6,-0.0027271446,0.00826346,8
0.27766278,0.12884651,0.6,0.9,1.1,1.6,0.010886323,0.023030141,8
0.27838114,0.010830427,0.6,0.9,1.1,1.6,-0.0014591952,0.0026706818,8
0.27875724,0.9604482,0.6,0.9,1.1,1.6,0.0045509995,0.9721091,8
0.2790549,0.61968505,0.6,0.9,1.1,1.6,0.028748339,0.7334126,8
0.27943742,0.37475312,0.6,0.9,1.1,1.6,0.043951783,0.6234578,8
0.28,0.0,0.6,0.9,1.1,1.6,-2.5326999999999997e-40,7.67545e-39,8
0.28,1.0,0.6,0.9,1.1,1.6,-7.437026e-39,1.0,8
0.28003123,0.1079208,0.6,0.9,1.1,1.6,0.004910289,0.020968705,8
0.28014007,0.9499773,0.6,0.9,1.1,1.6,0.0056598745,0.9646625,8
0.28050798,0.49294862,0.6,0.9,1.1,1.6,0.029089171,0.66175354,8
0.28052586,0.13611428,0.6,0.9,1.1,1.6,0.013288523,0.021342823,8
0.28112695,0.9894884,0.6,0.9,1.1,1.6,0.0012197237,0.99263906,8
0.2812921,0.3651843,0.6,0.9,1.1,1.6,0.0479325,0.6250655,8
0.28283727,0.061781023,0.6,0.9,1.1,1.6,-0.0018077642,0.013274788,8
0.28285858,0.979264,0.6,0.9,1.1,1.6,0.0023664956,0.985448,8
0.283277,0.14365606,0.6,0.9,1.1,1.6,0.016210873,0.019365607,8
0.283277,0.35634392,0.6,0.9,1.1,1.6,0.052357577,0.62790704,8
0.28388247,0.4624521,0.6,0.9,1.1,1.6,0.029030131,0.64955026,8
0.28438514,0.043557536,0.6,0.9,1.1,1.6,-0.0026266226,0.0093918955,8
0.28518948,0.96920747,0.6,0.9,1.1,1.6,0.0034486405,0.97835445,8
0.28527272,0.12562042,0.6,0.9,1.1,1.6,0.009274066,0.019430974,8
0.28535348,0.793437,0.6,0.9,1.1,1.6,0.019550472,0.85244894,8
0.28872114,0.3753426,0.6,0.9,1.1,1.6,0.042301655,0.6300645,8
0.2897023,0.59906507,0.6,0.9,1.1,1.6,0.02865812,0.7220851,8
0.2897166,0.13344125,0.6,0.9,1.1,1.6,0.011493268,0.0173028,8
0.29,0.0,0.6,0.9,1.1,1.6,-3.72422e-39,6.958674e-39,8
0.29,1.0,0.6,0.9,1.1,1.6,-7.043707e-39,1.0,8
0.29088974,0.3667322,0.6,0.9,1.1,1.6,0.045766864,0.631848,8
0.29106,0.9900756,0.6,0.9,1.1,1.6,0.0010890246,0.99306583,8
0.29235542,0.046304777,0.6,0.9,1.1,1.6,-0.0024963154,0.008630319,8
0.29244852,0.40703866,0.6,0.9,1.1,1.6,0.032671116,0.63639665,8
0.29250607,0.1213321,0.6,0.9,1.1,1.6,0.0075811925,0.016399631,8
0.29252094,0.9802215,0.6,0.9,1.1,1.6,0.0021400866,0.9861529,8
0.29262593,0.85391796,0.6,0.9,1.1,1.6,0.014265155,0.89593947,8
0.2930832,0.14181592,0.6,0.9,1.1,1.6,0.014339574,0.015397682,8
0.2930832,0.3581841,0.6,0.9,1.1,1.6,0.050008345,0.63461775,8
0.29366192,0.44047987,0.6,0.9,1.1,1.6,0.029133625,0.64576566,8
0.29369837,0.57104033,0.6,0.9,1.1,1.6,0.028845832,0.70614374,8
0.29423222,0.9702122,0.6,0.9,1.1,1.6,0.003174257,0.97910804,8
0.29506615,0.72911334,0.6,0.9,1.1,1.6,0.023235766,0.8077678,8
0.2979755,0.37741837,0.6,0.9,1.1,1.6,0.039795354,0.6360562,8
0.2980758,0.022178425,0.6,0.9,1.1,1.6,-0.0020576476,0.003891141,8
0.2982075,0.8213489,0.6,0.9,1.1,1.6,0.016599894,0.8727938,8
0.29881734,0.010865349,0.6,0.9,1.1,1.6,-0.0012267146,0.0019193935,8
0.29891202,0.1298823,0.6,0.9,1.1,1.6,0.00957782,0.013895073,8
0.29904297,0.950415,0.6,0.9,1.1,1.6,0.0050738268,0.9651255,8
0.2993783,0.05145211,0.6,0.9,1.1,1.6,-0.0021938272,0.00828619,8
0.29986668,0.64437544,0.6,0.9,1.1,1.6,0.026990877,0.75153065,8
0.2999574,0.67482084,0.6,0.9,1.1,1.6,0.025770646,0.7713632,8
0.29999855,0.535105,0.6,0.9,1.1,1.6,0.028723974,0.6877738,8
0.3,0.0,0.6,0.9,1.1,1.6,-3.82008e-40,5.07694e-39,8
0.3,1.0,0.6,0.9,1.1,1.6,-6.800835e-39,1.0,8
0.30063152,0.36848044,0.6,0.9,1.1,1.6,0.04311577,0.6379379,8
0.30090243,0.99049836,0.6,0.9,1.1,1.6,0.0009842108,0.9933751,8
0.3020798,0.9808566,0.6,0.9,1.1,1.6,0.0019599206,0.98662597,8
0.30292937,0.14020333,0.6,0.9,1.1,1.6,0.012590147,0.012103251,8
0.30292937,0.35979667,0.6,0.9,1.1,1.6,0.04731083,0.64052814,8
0.30323204,0.8917165,0.6,0.9,1.1,1.6,0.010389548,0.92327553,8
0.30348068,0.97112566,0.6,0.9,1.1,1.6,0.002917285,0.9797909,8
0.30384433,0.7552271,0.6,0.9,1.1,1.6,0.021059815,0.8263015,8
0.30424976,0.9335836,0.6,0.9,1.1,1.6,0.0065242546,0.95320547,8
0.30452734,0.043988075,0.6,0.9,1.1,1.6,-0.0022501012,0.006510255,8
0.30506343,0.96136975,0.6,0.9,1.1,1.6,0.0038445098,0.97291774,8
0.30726403,0.3799128,0.6,0.9,1.1,1.6,0.037049633,0.64142764,8
0.30845577,0.020866787,0.6,0.9,1.1,1.6,-0.001738081,0.0030421347,8
0.3089277,0.010377368,0.6,0.9,1.1,1.6,-0.0010334578,0.0015446452,8
0.30923113,0.12469407,0.6,0.9,1.1,1.6,0.0074245688,0.010720961,8
0.30971056,0.09023769,0.6,0.9,1.1,1.6,0.0011825087,0.009867051,8
0.31,0.0,0.6,0.9,1.1,1.6,-2.721096e-39,5.4866640000000005e-39,8
0.31,1.0,0.6,0.9,1.1,1.6,-6.701472e-39,1.0,8
0.31011775,0.37009788,0.6,0.9,1.1,1.6,0.04026861,0.6431614,8
0.3102927,0.7017736,0.6,0.9,1.1,1.6,0.023870053,0.7899493,8
0.3116081,0.9813464,0.6,0.9,1.1,1.6,0.0018020386,0.9869935,8
0.31203791,0.040094182,0.6,0.9,1.1,1.6,-0.0020425303,0.0051653516,8
0.3128092,0.1388117,0.6,0.9,1.1,1.6,0.010974415,0.009357183,8
0.3128092,0.3611883,0.6,0.9,1.1,1.6,0.044258893,0.64571023,8
0.31401742,0.9620363,0.6,0.9,1.1,1.6,0.0035809367,0.97343314,8
0.31466413,0.04885653,0.6,0.9,1.1,1.6,-0.0018112509,0.0057709743,8
0.31654274,0.4772341,0.6,0.9,1.1,1.6,0.027933761,0.66591895,8
0.31674895,0.38172066,0.6,0.9,1.1,1.6,0.03452658,0.64625555,8
0.31748256,0.76930207,0.6,0.9,1.1,1.6,0.019262124,0.8366169,8
0.31757557,0.42669952,0.6,0.9,1.1,1.6,0.02835999,0.65194803,8
0.31840166,0.01959171,0.6,0.9,1.1,1.6,-0.0014156419,0.0023973514,8
0.31865063,0.028972449,0.6,0.9,1.1,1.6,-0.001722892,0.0034075317,8
0.31897143,0.37133726,0.6,0.9,1.1,1.6,0.037564028,0.6474683,8
0.31921512,0.511207,0.6,0.9,1.1,1.6,0.028116787,0.6800408,8
0.31981215,0.03798969,0.6,0.9,1.1,1.6,-0.0017653134,0.004211718,8
0.32,0.0,0.6,0.9,1.1,1.6,-3.56803e-40,3.6741980000000006e-39,8
0.32,1.0,0.6,0.9,1.1,1.6,-6.695635e-39,1.0,8
0.32046035,0.9909132,0.6,0.9,1.1,1.6,0.00083186704,0.99368805,8
0.3206593,0.9221851,0.6,0.9,1.1,1.6,0.0069244923,0.94524646,8
0.32157832,0.12596953,0.6,0.9,1.1,1.6,0.006941567,0.0075750533,8
0.32166082,0.04736767,0.6,0.9,1.1,1.6,-0.0015812366,0.004849998,8
0.3217941,0.7996304,0.6,0.9,1.1,1.6,0.016810047,0.8580348,8
0.32185385,0.9721317,0.6,0.9,1.1,1.6,0.0025112315,0.9805651,8
0.32248712,0.5582865,0.6,0.9,1.1,1.6,0.027946457,0.70316684,8
0.32271186,0.11548344,0.6,0.9,1.1,1.6,0.0048649614,0.007438329,8
0.322717,0.13763547,0.6,0.9,1.1,1.6,0.009525792,0.0071566086,8
0.322717,0.36236453,0.6,0.9,1.1,1.6,0.04083096,0.6502028,8
0.32293412,0.9622864,0.6,0.9,1.1,1.6,0.003362227,0.97365046,8
0.32341862,0.8629178,0.6,0.9,1.1,1.6,0.011753844,0.90302294,8
0.32392296,0.9522506,0.6,0.9,1.1,1.6,0.004213986,0.96658087,8
0.32571205,0.37221795,0.6,0.9,1.1,1.6,0.035599157,0.65040416,8
0.32646033,0.59935075,0.6,0.9,1.1,1.6,0.027115889,0.7261724,8
0.32684994,0.38083273,0.6,0.9,1.1,1.6,0.03266382,0.65057886,8
0.32732734,0.036628615,0.6,0.9,1.1,1.6,-0.0014622144,0.003503581,8
0.32789075,0.45229042,0.6,0.9,1.1,1.6,0.02755609,0.6608455,8
0.32798797,0.019055441,0.6,0.9,1.1,1.6,-0.0011235762,0.0019651467,8
0.32818323,0.7243251,0.6,0.9,1.1,1.6,0.02155715,0.80588835,8
0.32825848,0.045111842,0.6,0.9,1.1,1.6,-0.0013425085,0.0040509608,8
0.32957733,0.4012444,0.6,0.9,1.1,1.6,0.028994426,0.6524631,8
0.33,0.0,0.6,0.9,1.1,1.6,-1.900983e-39,4.050275e-39,8
0.33,1.0,0.6,0.9,1.1,1.6,-6.789325000000001e-39,1.0,8
0.33021227,0.9909505,0.6,0.9,1.1,1.6,0.0007745196,0.9937244,8
0.33041704,0.98175085,0.6,0.9,1.1,1.6,0.0015555439,0.9873185,8
0.3321595,0.1264222,0.6,0.9,1.1,1.6,0.0063278996,0.0055695786,8
0.3324949,0.11662578,0.6,0.9,1.1,1.6,0.0047222064,0.005595787,8
0.3326476,0.1366701,0.6,0.9,1.1,1.6,0.008175884,0.005401684,8
0.3326476,0.3633299,0.6,0.9,1.1,1.6,0.037053477,0.6537723,8
0.33388004,0.95150167,0.6,0.9,1.1,1.6,0.004006947,0.96610683,8
0.33440846,0.04346161,0.6,0.9,1.1,1.6,-0.0010891813,0.0034577649,8
0.3358159,0.02818949,0.6,0.9,1.1,1.6,-0.0010664486,0.002393288,8
0.33594155,0.37785432,0.6,0.9,1.1,1.6,0.031128664,0.6536984,8
0.33663028,0.7135794,0.6,0.9,1.1,1.6,0.021720754,0.79881155,8
0.33666134,0.6333901,0.6,0.9,1.1,1.6,0.025633795,0.74693096,8
0.33721024,0.8397648,0.6,0.9,1.1,1.6,0.012805767,0.88675475,8
0.33749267,0.019353654,0.6,0.9,1.1,1.6,-0.0008485232,0.0016848784,8
0.3379258,0.89728737,0.6,0.9,1.1,1.6,0.008217861,0.9277033,8
0.33892697,0.0099205645,0.6,0.9,1.1,1.6,-0.00049892574,0.0008963262,8
0.33921504,0.04256258,0.6,0.9,1.1,1.6,-0.00087412156,0.0030832493,8
0.3395784,0.7488839,0.6,0.9,1.1,1.6,0.019321788,0.82297945,8
0.33963412,0.9724868,0.6,0.9,1.1,1.6,0.0021887822,0.98086816,8
0.33983108,0.981634,0.6,0.9,1.1,1.6,0.0014612091,0.9872547,8
0.33988735,0.096573025,0.6,0.9,1.1,1.6,0.002208727,0.0045196083,8
0.3399702,0.99082804,0.6,0.9,1.1,1.6,0.00073036563,0.99364847,8
0.34,0.0,0.6,0.9,1.1,1.6,-1.3353e-41,2.870715e-39,8
0.34,1.0,0.6,0.9,1.1,1.6,-7.019386e-39,1.0,8
0.34008783,0.95645297,0.6,0.9,1.1,1.6,0.0034428288,0.9696226,8
0.3409155,0.6695226,0.6,0.9,1.1,1.6,0.023872867,0.7698071,8
0.3420853,0.8723467,0.6,0.9,1.1,1.6,0.0099770175,0.9099945,8
0.34213242,0.116772994,0.6,0.9,1.1,1.6,0.004407527,0.0042175087,8
0.34222683,0.1263636,0.6,0.9,1.1,1.6,0.005643467,0.004151021,8
0.34248635,0.04663233,0.6,0.9,1.1,1.6,-0.0006354798,0.0030667754,8
0.3425961,0.13591193,0.6,0.9,1.1,1.6,0.006943725,0.004085677,8
0.3425961,0.3640881,0.6,0.9,1.1,1.6,0.033460524,0.6566879,8
0.342897,0.46605286,0.6,0.9,1.1,1.6,0.027351875,0.6670271,8
0.3439055,0.029898876,0.6,0.9,1.1,1.6,-0.0007463233,0.002168117,8
0.3445235,0.37638178,0.6,0.9,1.1,1.6,0.029424565,0.6561631,8
0.34661558,0.38732132,0.6,0.9,1.1,1.6,0.027860958,0.656324,8
0.34666106,0.95429236,0.6,0.9,1.1,1.6,0.0034423596,0.96813124,8
0.34702158,0.041136898,0.6,0.9,1.1,1.6,-0.00052225805,0.0025863536,8
0.3490251,0.01069627,0.6,0.9,1.1,1.6,-0.00033576647,0.0008262748,8
0.349405,0.98120606,0.6,0.9,1.1,1.6,0.0013864869,0.986974,8
0.3498186,0.9905874,0.6,0.9,1.1,1.6,0.000692703,0.99349064,8
0.34998083,0.7709734,0.6,0.9,1.1,1.6,0.01718454,0.8384469,8
0.35,0.0,0.6,0.9,1.1,1.6,-1.350085e-39,2.993869e-39,8
0.35,1.0,0.6,0.9,1.1,1.6,9.598848e-39,1.0,8
0.35034597,0.5869822,0.6,0.9,1.1,1.6,0.02656057,0.719967,8
0.35081425,0.033437878,0.6,0.9,1.1,1.6,-0.0004292518,0.0020926867,8
0.35155684,0.116417505,0.6,0.9,1.1,1.6,0.0040529347,0.0032384894,8
0.35207862,0.12609798,0.6,0.9,1.1,1.6,0.0049636387,0.003166408,8
0.35255814,0.13535812,0.6,0.9,1.1,1.6,0.005829115,0.0031514831,8
0.35255814,0.36464188,0.6,0.9,1.1,1.6,0.0294868,0.6587569,8
0.35325232,0.42544606,0.6,0.9,1.1,1.6,0.026709922,0.65939367,8
0.35378098,0.04688434,0.6,0.9,1.1,1.6,-5.4512584e-05,0.002475077,8
0.3540281,0.37559557,0.6,0.9,1.1,1.6,0.027277848,0.6579672,8
0.35496628,0.95240974,0.6,0.9,1.1,1.6,0.0033617627,0.96684355,8
0.35514954,0.54096687,0.6,0.9,1.1,1.6,0.027254889,0.6962125,8
0.35559216,0.038068034,0.6,0.9,1.1,1.6,-0.00014737522,0.002119306,8
0.3558965,0.38614243,0.6,0.9,1.1,1.6,0.026495801,0.6575712,8
0.35594743,0.8151216,0.6,0.9,1.1,1.6,0.013585663,0.8695218,8
0.35630444,0.51688766,0.6,0.9,1.1,1.6,0.02738341,0.68551075,8
0.357619,0.89972436,0.6,0.9,1.1,1.6,0.0070926254,0.92960536,8
0.35781696,0.024356918,0.6,0.9,1.1,1.6,-0.00019728112,0.0014899775,8
0.3581603,0.97108316,0.6,0.9,1.1,1.6,0.0019817895,0.9799367,8
0.35857284,0.9317563,0.6,0.9,1.1,1.6,0.0047210036,0.95230657,8
0.35907573,0.011526811,0.6,0.9,1.1,1.6,-0.00014472817,0.000784764,8
0.3595244,0.8416295,0.6,0.9,1.1,1.6,0.011366643,0.8883338,8
0.3595415,0.61951905,0.6,0.9,1.1,1.6,0.025205916,0.7386086,8
0.35972273,0.9902251,0.6,0.9,1.1,1.6,0.0006596352,0.99324864,8
0.36,0.0,0.6,0.9,1.1,1.6,-1.091414e-39,2.541864e-39,8
0.36,1.0,0.6,0.9,1.1,1.6,-7.760708000000001e-39,1.0,8
0.36124715,0.11622768,0.6,0.9,1.1,1.6,0.0037278617,0.0025684808,8
0.36194018,0.12578681,0.6,0.9,1.1,1.6,0.004313633,0.0025282754,8
0.3620769,0.035361145,0.6,0.9,1.1,1.6,0.00011826333,0.0018473772,8
0.36252934,0.13500667,0.6,0.9,1.1,1.6,0.0048167743,0.002551865,8
0.36252934,0.36499333,0.6,0.9,1.1,1.6,0.025310608,0.65948915,8
0.3636338,0.9504782,0.6,0.9,1.1,1.6,0.0032574192,0.965522,8
0.3638377,0.37518474,0.6,0.9,1.1,1.6,0.02500847,0.65848255,8
0.36549082,0.38534483,0.6,0.9,1.1,1.6,0.025007322,0.6576753,8
0.3658036,0.96008676,0.6,0.9,1.1,1.6,0.0025631508,0.97227025,8
0.36663836,0.7285355,0.6,0.9,1.1,1.6,0.019117502,0.8091628,8
0.36764857,0.9698472,0.6,0.9,1.1,1.6,0.0018959419,0.97909874,8
0.3678937,0.6614879,0.6,0.9,1.1,1.6,0.022978948,0.76455575,8
0.36897483,0.97968495,0.6,0.9,1.1,1.6,0.0012567815,0.98595166,8
0.36928883,0.022525996,0.6,0.9,1.1,1.6,0.00021889608,0.0012472492,8
0.36929265,0.011299253,0.6,0.9,1.1,1.6,7.3617965e-05,0.0007017282,8
0.3694583,0.5638676,0.6,0.9,1.1,1.6,0.026546083,0.7070866,8
0.36950672,0.08781022,0.6,0.9,1.1,1.6,0.0022601306,0.0023280296,8
0.36988452,0.59194463,0.6,0.9,1.1,1.6,0.025799606,0.7222088,8
0.37,0.0,0.6,0.9,1.1,1.6,8.870199999999998e-40,2.6058420000000003e-39,8
0.37,1.0,0.6,0.9,1.1,1.6,-8.280064e-39,1.0,8
0.3707104,0.03325347,0.6,0.9,1.1,1.6,0.0004927922,0.0016310015,8
0.3709969,0.6977663,0.6,0.9,1.1,1.6,0.020811098,0.7882901,8
0.3710704,0.11599588,0.6,0.9,1.1,1.6,0.0034176852,0.0022034822,8
0.37188825,0.12554625,0.6,0.9,1.1,1.6,0.0037044042,0.0021968528,8
0.3725056,0.13485627,0.6,0.9,1.1,1.6,0.0038851344,0.002251935,8
0.3725056,0.36514375,0.6,0.9,1.1,1.6,0.021095555,0.6586269,8
0.3726783,0.052703172,0.6,0.9,1.1,1.6,0.001138694,0.0020542394,8
0.37347972,0.8724496,0.6,0.9,1.1,1.6,0.008287526,0.9103363,8
0.37363586,0.4821798,0.6,0.9,1.1,1.6,0.027077092,0.671505,8
0.37371963,0.37487343,0.6,0.9,1.1,1.6,0.022568058,0.65739655,8
0.37491146,0.95817953,0.6,0.9,1.1,1.6,0.002465853,0.9709649,8
0.3751587,0.38478288,0.6,0.9,1.1,1.6,0.023373013,0.6564733,8
0.37736037,0.96822256,0.6,0.9,1.1,1.6,0.0018138504,0.9779905,8
0.37801096,0.93644726,0.6,0.9,1.1,1.6,0.0037154395,0.9557122,8
0.37811947,0.77915055,0.6,0.9,1.1,1.6,0.014932019,0.8442551,8
0.37825254,0.40553147,0.6,0.9,1.1,1.6,0.024688087,0.6558968,8
0.37835786,0.6201771,0.6,0.9,1.1,1.6,0.024459893,0.7382698,8
0.3793098,0.97856736,0.6,0.9,1.1,1.6,0.0011899131,0.9851943,8
0.37947828,0.021502892,0.6,0.9,1.1,1.6,0.00056910794,0.0011562929,8
0.37949666,0.010832276,0.6,0.9,1.1,1.6,0.00027679285,0.0006520913,8
0.3799052,0.9892262,0.6,0.9,1.1,1.6,0.0005909852,0.99257606,8
0.38,0.0,0.6,0.9,1.1,1.6,-3.9715e-40,1.826817e-39,8
0.38,1.0,0.6,0.9,1.1,1.6,-8.803878e-39,1.0,8
0.38083836,0.11560607,0.6,0.9,1.1,1.6,0.0031386104,0.0021310037,8
0.38185996,0.12523763,0.6,0.9,1.1,1.6,0.0031414428,0.0021550641,8
0.3824829,0.13490638,0.6,0.9,1.1,1.6,0.003012785,0.0022317006,8
0.3824829,0.36509362,0.6,0.9,1.1,1.6,0.016968014,0.6563251,8
0.3836085,0.37454975,0.6,0.9,1.1,1.6,0.019805308,0.654912,8
0.3838878,0.95575494,0.6,0.9,1.1,1.6,0.002382108,0.96929747,8
0.38489515,0.38422203,0.6,0.9,1.1,1.6,0.02150295,0.6540261,8
0.38681653,0.74421656,0.6,0.9,1.1,1.6,0.016920423,0.81974155,8
0.38859335,0.91264266,0.6,0.9,1.1,1.6,0.0047893194,0.9389531,8
0.389451,0.8331222,0.6,0.9,1.1,1.6,0.010261011,0.88244015,8
0.3894637,0.020852227,0.6,0.9,1.1,1.6,0.000901552,0.0011526837,8
0.3895499,0.01045619,0.6,0.9,1.1,1.6,0.00046491742,0.0006432256,8
0.39,0.0,0.6,0.9,1.1,1.6,1.416503e-39,3.039751e-39,8
0.39,1.0,0.6,0.9,1.1,1.6,1.0540238e-38,1.0,8
0.39013004,0.9890104,0.6,0.9,1.1,1.6,0.00053133187,0.99243796,8
0.39013475,0.04163265,0.6,0.9,1.1,1.6,0.0017338197,0.0018580487,8
0.39049548,0.11474278,0.6,0.9,1.1,1.6,0.0029160122,0.0023303262,8
0.39193997,0.1247396,0.6,0.9,1.1,1.6,0.0026374224,0.0023976448,8
0.3921621,0.4362267,0.6,0.9,1.1,1.6,0.025739085,0.6558912,8
0.39217758,0.59445167,0.6,0.9,1.1,1.6,0.025023177,0.7217738,8
0.39245713,0.1351572,0.6,0.9,1.1,1.6,0.002180666,0.0024845684,8
0.39245713,0.3648428,0.6,0.9,1.1,1.6,0.0130312,0.65295887,8
0.39264855,0.9526292,0.6,0.9,1.1,1.6,0.002317639,0.9671399,8
0.3935596,0.37413022,0.6,0.9,1.1,1.6,0.016778333,0.6513846,8
0.3940988,0.801195,0.6,0.9,1.1,1.6,0.012357812,0.859757,8
0.39476845,0.3835785,0.6,0.9,1.1,1.6,0.019311158,0.65048206,8
0.39495474,0.62578005,0.6,0.9,1.1,1.6,0.023595352,0.74038345,8
0.39504346,0.09451517,0.6,0.9,1.1,1.6,0.0030892412,0.002536218,8
0.3950622,0.56401056,0.6,0.9,1.1,1.6,0.025942583,0.7042906,8
0.39529178,0.5324991,0.6,0.9,1.1,1.6,0.026620205,0.68822384,8
0.39600134,0.5008134,0.6,0.9,1.1,1.6,0.026893087,0.6741819,8
0.39630297,0.7015749,0.6,0.9,1.1,1.6,0.019272573,0.79006547,8
0.39640772,0.9622629,0.6,0.9,1.1,1.6,0.0017326192,0.97388744,8
0.39742425,0.64574856,0.6,0.9,1.1,1.6,0.022492345,0.75284874,8
0.39809138,0.88114405,0.6,0.9,1.1,1.6,0.0063680825,0.9166511,8
0.39928055,0.03062395,0.6,0.9,1.1,1.6,0.0017356541,0.001662321,8
0.39949656,0.9716179,0.6,0.9,1.1,1.6,0.0012302904,0.9804086,8
