x,y,ux,uy,load_step
0.7695504,0.86067796,0.0,0.0,1
0.75,0.86415,0.0,0.0,1
0.98,0.0,0.0,0.0,1
0.96,0.0,0.0,0.0,1
0.94,0.0,0.0,0.0,1
0.92,0.0,0.0,0.0,1
0.9,0.0,0.0,0.0,1
0.87,0.0,0.0,0.0,1
0.85,0.0,0.0,0.0,1
0.83,0.0,0.0,0.0,1
0.81,0.0,0.0,0.0,1
0.79,0.0,0.0,0.0,1
0.77,0.0,0.0,0.0,1
0.75,0.0,0.0,0.0,1
0.73,0.0,0.0,0.0,1
0.71,0.0,0.0,0.0,1
0.69,0.0,0.0,0.0,1
0.67,0.0,0.0,0.0,1
0.65,0.0,0.0,0.0,1
0.62,0.0,0.0,0.0,1
0.6,0.0,0.0,0.0,1
0.58,0.0,0.0,0.0,1
0.56,0.0,0.0,0.0,1
0.54,0.0,0.0,0.0,1
0.52,0.0,0.0,0.0,1
0.5,0.0,0.0,0.0,1
0.48,0.0,0.0,0.0,1
0.46,0.0,0.0,0.0,1
0.44,0.0,0.0,0.0,1
0.42,0.0,0.0,0.0,1
0.4,0.0,0.0,0.0,1
0.37,0.0,0.0,0.0,1
0.35,0.0,0.0,0.0,1
0.33,0.0,0.0,0.0,1
0.31,0.0,0.0,0.0,1
0.29,0.0,0.0,0.0,1
0.27,0.0,0.0,0.0,1
0.25,0.0,0.0,0.0,1
0.23,0.0,0.0,0.0,1
0.21,0.0,0.0,0.0,1
0.19,0.0,0.0,0.0,1
0.17,0.0,0.0,0.0,1
0.15,0.0,0.0,0.0,1
0.12,0.0,0.0,0.0,1
0.1,0.0,0.0,0.0,1
0.08,0.0,0.0,0.0,1
0.06,0.0,0.0,0.0,1
0.04,0.0,0.0,0.0,1
0.02,0.0,0.0,0.0,1
1.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,1
1.0,0.98,0.0,0.0,1
1.0,0.96,0.0,0.0,1
1.0,0.94,0.0,0.0,1
1.0,0.92,0.0,0.0,1
1.0,0.9,0.0,0.0,1
1.0,0.87,0.0,0.0,1
1.0,0.85,0.0,0.0,1
1.0,0.83,0.0,0.0,1
1.0,0.81,0.0,0.0,1
1.0,0.79,0.0,0.0,1
1.0,0.77,0.0,0.0,1
1.0,0.75,0.0,0.0,1
1.0,0.73,0.0,0.0,1
1.0,0.71,0.0,0.0,1
1.0,0.69,0.0,0.0,1
1.0,0.67,0.0,0.0,1
1.0,0.65,0.0,0.0,1
1.0,0.62,0.0,0.0,1
1.0,0.6,0.0,0.0,1
1.0,0.58,0.0,0.0,1
1.0,0.56,0.0,0.0,1
1.0,0.54,0.0,0.0,1
1.0,0.52,0.0,0.0,1
1.0,0.5,0.0,0.0,1
1.0,0.48,0.0,0.0,1
1.0,0.46,0.0,0.0,1
1.0,0.44,0.0,0.0,1
1.0,0.42,0.0,0.0,1
1.0,0.4,0.0,0.0,1
1.0,0.37,0.0,0.0,1
1.0,0.35,0.0,0.0,1
1.0,0.33,0.0,0.0,1
1.0,0.31,0.0,0.0,1
1.0,0.29,0.0,0.0,1
1.0,0.27,0.0,0.0,1
1.0,0.25,0.0,0.0,1
1.0,0.23,0.0,0.0,1
1.0,0.21,0.0,0.0,1
1.0,0.19,0.0,0.0,1
1.0,0.17,0.0,0.0,1
1.0,0.15,0.0,0.0,1
1.0,0.12,0.0,0.0,1
1.0,0.1,0.0,0.0,1
1.0,0.08,0.0,0.0,1
1.0,0.06,0.0,0.0,1
1.0,0.04,0.0,0.0,1
1.0,0.02,0.0,0.0,1
1.0,1.0,0.0,0.0,1
0.02,1.0,0.0,0.0,1
0.04,1.0,0.0,0.0,1
0.06,1.0,0.0,0.0,1
0.08,1.0,0.0,0.0,1
0.1,1.0,0.0,0.0,1
0.13,1.0,0.0,0.0,1
0.15,1.0,0.0,0.0,1
0.17,1.0,0.0,0.0,1
0.19,1.0,0.0,0.0,1
0.21,1.0,0.0,0.0,1
0.23,1.0,0.0,0.0,1
0.25,1.0,0.0,0.0,1
0.27,1.0,0.0,0.0,1
0.29,1.0,0.0,0.0,1
0.31,1.0,0.0,0.0,1
0.33,1.0,0.0,0.0,1
0.35,1.0,0.0,0.0,1
0.38,1.0,0.0,0.0,1
0.4,1.0,0.0,0.0,1
0.42,1.0,0.0,0.0,1
0.44,1.0,0.0,0.0,1
0.46,1.0,0.0,0.0,1
0.48,1.0,0.0,0.0,1
0.5,1.0,0.0,0.0,1
0.52,1.0,0.0,0.0,1
0.54,1.0,0.0,0.0,1
0.56,1.0,0.0,0.0,1
0.58,1.0,0.0,0.0,1
0.6,1.0,0.0,0.0,1
0.63,1.0,0.0,0.0,1
0.65,1.0,0.0,0.0,1
0.67,1.0,0.0,0.0,1
0.69,1.0,0.0,0.0,1
0.71,1.0,0.0,0.0,1
0.73,1.0,0.0,0.0,1
0.75,1.0,0.0,0.0,1
0.77,1.0,0.0,0.0,1
0.79,1.0,0.0,0.0,1
0.81,1.0,0.0,0.0,1
0.83,1.0,0.0,0.0,1
0.85,1.0,0.0,0.0,1
0.88,1.0,0.0,0.0,1
0.9,1.0,0.0,0.0,1
0.92,1.0,0.0,0.0,1
0.94,1.0,0.0,0.0,1
0.96,1.0,0.0,0.0,1
0.98,1.0,0.0,0.0,1
0.0,1.0,0.0,0.0,1
0.0,0.02,0.0,0.0,1
0.0,0.04,0.0,0.0,1
0.0,0.06,0.0,0.0,1
0.0,0.08,0.0,0.0,1
0.0,0.1,0.0,0.0,1
0.0,0.13,0.0,0.0,1
0.0,0.15,0.0,0.0,1
0.0,0.17,0.0,0.0,1
0.0,0.19,0.0,0.0,1
0.0,0.21,0.0,0.0,1
0.0,0.23,0.0,0.0,1
0.0,0.25,0.0,0.0,1
0.0,0.27,0.0,0.0,1
0.0,0.29,0.0,0.0,1
0.0,0.31,0.0,0.0,1
0.0,0.33,0.0,0.0,1
0.0,0.35,0.0,0.0,1
0.0,0.38,0.0,0.0,1
0.0,0.4,0.0,0.0,1
0.0,0.42,0.0,0.0,1
0.0,0.44,0.0,0.0,1
0.0,0.46,0.0,0.0,1
0.0,0.48,0.0,0.0,1
0.0,0.5,0.0,0.0,1
0.0,0.52,0.0,0.0,1
0.0,0.54,0.0,0.0,1
0.0,0.56,0.0,0.0,1
0.0,0.58,0.0,0.0,1
0.0,0.6,0.0,0.0,1
0.0,0.63,0.0,0.0,1
0.0,0.65,0.0,0.0,1
0.0,0.67,0.0,0.0,1
0.0,0.69,0.0,0.0,1
0.0,0.71,0.0,0.0,1
0.0,0.73,0.0,0.0,1
0.0,0.75,0.0,0.0,1
0.0,0.77,0.0,0.0,1
0.0,0.79,0.0,0.0,1
0.0,0.81,0.0,0.0,1
0.0,0.83,0.0,0.0,1
0.0,0.85,0.0,0.0,1
0.0,0.88,0.0,0.0,1
0.0,0.9,0.0,0.0,1
0.0,0.92,0.0,0.0,1
0.0,0.94,0.0,0.0,1
0.0,0.96,0.0,0.0,1
0.0,0.98,0.0,0.0,1
0.39193997,0.1247396,0.0,0.0,1
0.77340853,0.36834598,0.0,0.0,1
0.62929267,0.22645167,0.0,0.0,1
0.64778286,0.23291495,0.0,0.0,1
0.666418,0.22502536,0.0,0.0,1
0.68683463,0.23103988,0.0,0.0,1
0.70680004,0.23311618,0.0,0.0,1
0.72628534,0.23141274,0.0,0.0,1
0.7431934,0.22839849,0.0,0.0,1
0.7709586,0.22825702,0.0,0.0,1
0.7915757,0.22975579,0.0,0.0,1
0.81175697,0.23348871,0.0,0.0,1
0.83698034,0.22417267,0.0,0.0,1
0.8561744,0.22661792,0.0,0.0,1
0.8767915,0.22598566,0.0,0.0,1
0.89117026,0.22758597,0.0,0.0,1
0.9144262,0.22147208,0.0,0.0,1
0.93605834,0.23070079,0.0,0.0,1
0.94981843,0.23187427,0.0,0.0,1
0.9778975,0.2275537,0.0,0.0,1
0.9784868,0.251294,0.0,0.0,1
0.9541597,0.25290066,0.0,0.0,1
0.9327988,0.25328657,0.0,0.0,1
0.91204226,0.25167942,0.0,0.0,1
0.89698374,0.2499881,0.0,0.0,1
0.87992793,0.25074306,0.0,0.0,1
0.850067,0.25799096,0.0,0.0,1
0.8287929,0.25633734,0.0,0.0,1
0.8128013,0.25160813,0.0,0.0,1
0.7886065,0.2528736,0.0,0.0,1
0.76894975,0.2493244,0.0,0.0,1
0.73439056,0.25113064,0.0,0.0,1
0.7081671,0.2520935,0.0,0.0,1
0.6847945,0.24933028,0.0,0.0,1
0.6685293,0.25196633,0.0,0.0,1
0.6454291,0.24949567,0.0,0.0,1
0.6234171,0.2526762,0.0,0.0,1
0.62173617,0.20696995,0.0,0.0,1
0.6479891,0.20435256,0.0,0.0,1
0.6749798,0.20553702,0.0,0.0,1
0.6998064,0.21004185,0.0,0.0,1
0.7069101,0.20586061,0.0,0.0,1
0.7249603,0.20145385,0.0,0.0,1
0.7448494,0.20575273,0.0,0.0,1
0.76839226,0.20501131,0.0,0.0,1
0.79626405,0.20896865,0.0,0.0,1
0.8132677,0.20682994,0.0,0.0,1
0.8375997,0.20721042,0.0,0.0,1
0.85410684,0.2066708,0.0,0.0,1
0.8709988,0.20645529,0.0,0.0,1
0.89537346,0.20603418,0.0,0.0,1
0.9173715,0.20694323,0.0,0.0,1
0.94366014,0.20246257,0.0,0.0,1
0.9585543,0.21347795,0.0,0.0,1
0.9804935,0.2077589,0.0,0.0,1
0.6048922,0.1848578,0.0,0.0,1
0.6252292,0.18011904,0.0,0.0,1
0.648742,0.18928155,0.0,0.0,1
0.67263263,0.18375702,0.0,0.0,1
0.68699515,0.1806174,0.0,0.0,1
0.70970726,0.18459353,0.0,0.0,1
0.72249055,0.18830627,0.0,0.0,1
0.7498366,0.19100459,0.0,0.0,1
0.77243704,0.19047351,0.0,0.0,1
0.7971586,0.19543533,0.0,0.0,1
0.8128767,0.18877374,0.0,0.0,1
0.8378334,0.18476535,0.0,0.0,1
0.8567148,0.19502358,0.0,0.0,1
0.8743206,0.18529828,0.0,0.0,1
0.8925792,0.19166012,0.0,0.0,1
0.9146901,0.18599737,0.0,0.0,1
0.9372877,0.1882263,0.0,0.0,1
0.95446056,0.18646844,0.0,0.0,1
0.98147404,0.18860972,0.0,0.0,1
0.5691668,0.17189758,0.0,0.0,1
0.58265483,0.16974767,0.0,0.0,1
0.60265833,0.16565835,0.0,0.0,1
0.62750894,0.16671853,0.0,0.0,1
0.64269316,0.16699246,0.0,0.0,1
0.6639717,0.16414516,0.0,0.0,1
0.6907531,0.16112551,0.0,0.0,1
0.7102734,0.1653428,0.0,0.0,1
0.7305405,0.1667235,0.0,0.0,1
0.7487418,0.16922759,0.0,0.0,1
0.7689182,0.16676007,0.0,0.0,1
0.7917942,0.17092496,0.0,0.0,1
0.8140642,0.16503792,0.0,0.0,1
0.8363815,0.16251056,0.0,0.0,1
0.85545427,0.17044392,0.0,0.0,1
0.88406885,0.1706565,0.0,0.0,1
0.8998146,0.16653188,0.0,0.0,1
0.9143999,0.16407768,0.0,0.0,1
0.9435871,0.16982108,0.0,0.0,1
0.9626597,0.1692643,0.0,0.0,1
0.9815108,0.1695835,0.0,0.0,1
0.52326816,0.14952645,0.0,0.0,1
0.546624,0.1481439,0.0,0.0,1
0.56216055,0.14131892,0.0,0.0,1
0.5821885,0.13584751,0.0,0.0,1
0.6055466,0.14273158,0.0,0.0,1
0.62201536,0.14754443,0.0,0.0,1
0.6469561,0.14299731,0.0,0.0,1
0.6675943,0.14832743,0.0,0.0,1
0.6864427,0.14430526,0.0,0.0,1
0.703088,0.14167458,0.0,0.0,1
0.72608507,0.15156132,0.0,0.0,1
0.7511524,0.14515512,0.0,0.0,1
0.76891905,0.14071107,0.0,0.0,1
0.79698694,0.14908686,0.0,0.0,1
0.8134641,0.14547853,0.0,0.0,1
0.8417309,0.14021547,0.0,0.0,1
0.8576317,0.14293085,0.0,0.0,1
0.8762012,0.14958166,0.0,0.0,1
0.89771676,0.14856778,0.0,0.0,1
0.919791,0.14422782,0.0,0.0,1
0.94002646,0.14109781,0.0,0.0,1
0.9617751,0.14396898,0.0,0.0,1
0.9810251,0.15058859,0.0,0.0,1
0.020985186,0.120441906,0.0,0.0,1
0.04099784,0.11888335,0.0,0.0,1
0.061846886,0.12553298,0.0,0.0,1
0.082668655,0.13025045,0.0,0.0,1
0.10324638,0.11944898,0.0,0.0,1
0.12436106,0.13096341,0.0,0.0,1
0.15156901,0.128792,0.0,0.0,1
0.17129888,0.120996974,0.0,0.0,1
0.18609075,0.12127892,0.0,0.0,1
0.21243751,0.12113854,0.0,0.0,1
0.23100832,0.122213766,0.0,0.0,1
0.25001118,0.121945485,0.0,0.0,1
0.2692876,0.13004261,0.0,0.0,1
0.29250607,0.1213321,0.0,0.0,1
0.30923113,0.12469407,0.0,0.0,1
0.3321595,0.1264222,0.0,0.0,1
0.35207862,0.12609798,0.0,0.0,1
0.37188825,0.12554625,0.0,0.0,1
0.4144077,0.1220275,0.0,0.0,1
0.43874395,0.122487955,0.0,0.0,1
0.4617702,0.120734595,0.0,0.0,1
0.4867416,0.122316115,0.0,0.0,1
0.5039107,0.12015251,0.0,0.0,1
0.5223975,0.127541,0.0,0.0,1
0.5445318,0.12667805,0.0,0.0,1
0.5706895,0.12772436,0.0,0.0,1
0.5851181,0.12818915,0.0,0.0,1
0.6014137,0.12508215,0.0,0.0,1
0.6234181,0.12857738,0.0,0.0,1
0.6464759,0.12792271,0.0,0.0,1
0.6706894,0.12534085,0.0,0.0,1
0.69264346,0.12351799,0.0,0.0,1
0.70715564,0.12078813,0.0,0.0,1
0.7303601,0.12492402,0.0,0.0,1
0.7458197,0.12186399,0.0,0.0,1
0.7740283,0.1275924,0.0,0.0,1
0.7912145,0.13037294,0.0,0.0,1
0.8136876,0.124493904,0.0,0.0,1
0.8360813,0.12442062,0.0,0.0,1
0.8624343,0.124601014,0.0,0.0,1
0.8742016,0.12974776,0.0,0.0,1
0.89782023,0.12659611,0.0,0.0,1
0.91834956,0.12589265,0.0,0.0,1
0.93607503,0.123718865,0.0,0.0,1
0.95724624,0.1261904,0.0,0.0,1
0.9794219,0.13121791,0.0,0.0,1
0.23202884,0.14601569,0.0,0.0,1
0.20844063,0.14403354,0.0,0.0,1
0.18629478,0.13914135,0.0,0.0,1
0.1662778,0.14076716,0.0,0.0,1
0.1488145,0.14596707,0.0,0.0,1
0.122446194,0.14385399,0.0,0.0,1
0.10320352,0.14260182,0.0,0.0,1
0.08429407,0.14533132,0.0,0.0,1
0.063317716,0.14139117,0.0,0.0,1
0.039288085,0.14483067,0.0,0.0,1
0.024337756,0.14219896,0.0,0.0,1
0.1922458,0.16225576,0.0,0.0,1
0.16709888,0.16698858,0.0,0.0,1
0.14247514,0.16262747,0.0,0.0,1
0.12837061,0.16436103,0.0,0.0,1
0.1000793,0.16451862,0.0,0.0,1
0.08041957,0.16542037,0.0,0.0,1
0.057644952,0.16105533,0.0,0.0,1
0.046684768,0.16806868,0.0,0.0,1
0.019963264,0.16318972,0.0,0.0,1
0.1459702,0.18956447,0.0,0.0,1
0.12526886,0.18574831,0.0,0.0,1
0.099317424,0.18783893,0.0,0.0,1
0.08574208,0.18420087,0.0,0.0,1
0.06417713,0.18826935,0.0,0.0,1
0.04359583,0.19205819,0.0,0.0,1
0.0208458,0.18305531,0.0,0.0,1
0.12474307,0.20797794,0.0,0.0,1
0.102639295,0.20694092,0.0,0.0,1
0.08413568,0.21114005,0.0,0.0,1
0.062189236,0.21277986,0.0,0.0,1
0.038257778,0.20683235,0.0,0.0,1
0.019404558,0.20247133,0.0,0.0,1
0.11828773,0.22783759,0.0,0.0,1
0.09665832,0.22488378,0.0,0.0,1
0.08299006,0.22640614,0.0,0.0,1
0.06128664,0.232426,0.0,0.0,1
0.038747255,0.2319694,0.0,0.0,1
0.018893644,0.22174196,0.0,0.0,1
0.12054512,0.27087235,0.0,0.0,1
0.10162159,0.26963112,0.0,0.0,1
0.08140589,0.27983785,0.0,0.0,1
0.06396403,0.2683624,0.0,0.0,1
0.04219159,0.2689611,0.0,0.0,1
0.020876653,0.26964992,0.0,0.0,1
0.019803211,0.25034565,0.0,0.0,1
0.040075406,0.25019696,0.0,0.0,1
0.06136247,0.24716084,0.0,0.0,1
0.08292679,0.24702694,0.0,0.0,1
0.097136304,0.25031537,0.0,0.0,1
0.123012744,0.24456635,0.0,0.0,1
0.12445378,0.29135224,0.0,0.0,1
0.10583047,0.29134136,0.0,0.0,1
0.08427672,0.29315242,0.0,0.0,1
0.06096799,0.29041994,0.0,0.0,1
0.040848747,0.2935936,0.0,0.0,1
0.024542598,0.29169866,0.0,0.0,1
0.14718066,0.31281045,0.0,0.0,1
0.123656884,0.31131253,0.0,0.0,1
0.101131365,0.31066358,0.0,0.0,1
0.08690811,0.31611368,0.0,0.0,1
0.06185632,0.30740443,0.0,0.0,1
0.047986798,0.31096312,0.0,0.0,1
0.018997902,0.31267446,0.0,0.0,1
0.19317077,0.3351124,0.0,0.0,1
0.17035809,0.33181256,0.0,0.0,1
0.14116822,0.3340875,0.0,0.0,1
0.12747468,0.33256152,0.0,0.0,1
0.10078327,0.33375373,0.0,0.0,1
0.07972724,0.33493543,0.0,0.0,1
0.057936978,0.32892853,0.0,0.0,1
0.046911467,0.33214116,0.0,0.0,1
0.018557124,0.33146948,0.0,0.0,1
0.2293221,0.3566734,0.0,0.0,1
0.20415466,0.35342258,0.0,0.0,1
0.18960038,0.35547844,0.0,0.0,1
0.16723758,0.35328797,0.0,0.0,1
0.14458115,0.3553637,0.0,0.0,1
0.1249563,0.35794917,0.0,0.0,1
0.10225595,0.3458822,0.0,0.0,1
0.07496236,0.35255942,0.0,0.0,1
0.057435248,0.35921538,0.0,0.0,1
0.03867856,0.35019287,0.0,0.0,1
0.019431744,0.35061926,0.0,0.0,1
0.97944117,0.3807977,0.0,0.0,1
0.95703614,0.37434116,0.0,0.0,1
0.9386476,0.36950514,0.0,0.0,1
0.92075443,0.3776326,0.0,0.0,1
0.89861006,0.3745548,0.0,0.0,1
0.8738913,0.37262848,0.0,0.0,1
0.8555602,0.37285104,0.0,0.0,1
0.83359694,0.373489,0.0,0.0,1
0.8143959,0.37103298,0.0,0.0,1
0.79251176,0.375836,0.0,0.0,1
0.756475,0.37289873,0.0,0.0,1
0.7333525,0.37859562,0.0,0.0,1
0.71257615,0.37089837,0.0,0.0,1
0.6802049,0.3702155,0.0,0.0,1
0.66770625,0.37444958,0.0,0.0,1
0.64763343,0.3721446,0.0,0.0,1
0.62607396,0.37640262,0.0,0.0,1
0.6004051,0.37775,0.0,0.0,1
0.58707297,0.37658384,0.0,0.0,1
0.56400394,0.37814206,0.0,0.0,1
0.5412945,0.37480244,0.0,0.0,1
0.495426,0.37674028,0.0,0.0,1
0.47446078,0.37325507,0.0,0.0,1
0.4545897,0.3773213,0.0,0.0,1
0.43458483,0.37987,0.0,0.0,1
0.41349918,0.37278223,0.0,0.0,1
0.3935596,0.37413022,0.0,0.0,1
0.37371963,0.37487343,0.0,0.0,1
0.3540281,0.37559557,0.0,0.0,1
0.33594155,0.37785432,0.0,0.0,1
0.31897143,0.37133726,0.0,0.0,1
0.28872114,0.3753426,0.0,0.0,1
0.26985434,0.37284246,0.0,0.0,1
0.24863239,0.3777498,0.0,0.0,1
0.22676863,0.37483543,0.0,0.0,1
0.20270705,0.38041794,0.0,0.0,1
0.19032632,0.38039473,0.0,0.0,1
0.17215788,0.37815407,0.0,0.0,1
0.1452769,0.37759802,0.0,0.0,1
0.12981369,0.3721904,0.0,0.0,1
0.10136741,0.37093252,0.0,0.0,1
0.083264284,0.3689899,0.0,0.0,1
0.058528747,0.37624824,0.0,0.0,1
0.04021208,0.36887917,0.0,0.0,1
0.020709164,0.37030393,0.0,0.0,1
0.5115181,0.35362253,0.0,0.0,1
0.5397343,0.3600098,0.0,0.0,1
0.5668522,0.35543546,0.0,0.0,1
0.58149993,0.35381028,0.0,0.0,1
0.60099894,0.35933968,0.0,0.0,1
0.6330958,0.36545524,0.0,0.0,1
0.64584,0.35578847,0.0,0.0,1
0.6658571,0.351764,0.0,0.0,1
0.68121755,0.35093004,0.0,0.0,1
0.7151696,0.3507754,0.0,0.0,1
0.7332243,0.34717983,0.0,0.0,1
0.75314826,0.34714794,0.0,0.0,1
0.7783341,0.34605885,0.0,0.0,1
0.792041,0.3546587,0.0,0.0,1
0.81186885,0.35169125,0.0,0.0,1
0.8378413,0.36014813,0.0,0.0,1
0.8574431,0.35796335,0.0,0.0,1
0.87683725,0.35766968,0.0,0.0,1
0.90164965,0.3626564,0.0,0.0,1
0.91306514,0.3529294,0.0,0.0,1
0.9322293,0.35553706,0.0,0.0,1
0.9623991,0.35323933,0.0,0.0,1
0.97704405,0.35908487,0.0,0.0,1
0.5607611,0.3339897,0.0,0.0,1
0.5814571,0.33290234,0.0,0.0,1
0.60819846,0.34162802,0.0,0.0,1
0.62490755,0.33605486,0.0,0.0,1
0.64407563,0.33986384,0.0,0.0,1
0.66618085,0.33617127,0.0,0.0,1
0.6875172,0.33485502,0.0,0.0,1
0.70438826,0.3337269,0.0,0.0,1
0.7223617,0.33200312,0.0,0.0,1
0.7539568,0.3320026,0.0,0.0,1
0.77482826,0.32933754,0.0,0.0,1
0.793564,0.33101976,0.0,0.0,1
0.8118805,0.33341742,0.0,0.0,1
0.832282,0.3316304,0.0,0.0,1
0.8541266,0.33100826,0.0,0.0,1
0.88270044,0.33380467,0.0,0.0,1
0.8944339,0.33530614,0.0,0.0,1
0.9161161,0.3345818,0.0,0.0,1
0.93986416,0.33181766,0.0,0.0,1
0.95909894,0.3327256,0.0,0.0,1
0.9793337,0.33990374,0.0,0.0,1
0.6038913,0.3129096,0.0,0.0,1
0.6228717,0.31589812,0.0,0.0,1
0.64178365,0.31727463,0.0,0.0,1
0.66022605,0.31655532,0.0,0.0,1
0.6801357,0.31307584,0.0,0.0,1
0.70129883,0.3120786,0.0,0.0,1
0.7294255,0.31401318,0.0,0.0,1
0.7482802,0.31234148,0.0,0.0,1
0.76886743,0.31274462,0.0,0.0,1
0.7902106,0.313827,0.0,0.0,1
0.81345326,0.31353092,0.0,0.0,1
0.83472174,0.31170025,0.0,0.0,1
0.85478914,0.31260082,0.0,0.0,1
0.877373,0.30727765,0.0,0.0,1
0.8950819,0.30962747,0.0,0.0,1
0.91798633,0.31295806,0.0,0.0,1
0.93847895,0.31234595,0.0,0.0,1
0.9548251,0.30890864,0.0,0.0,1
0.97589225,0.3176923,0.0,0.0,1
0.622432,0.29548565,0.0,0.0,1
0.64846927,0.29377043,0.0,0.0,1
0.66772556,0.29156557,0.0,0.0,1
0.6875626,0.2922845,0.0,0.0,1
0.70979047,0.2938372,0.0,0.0,1
0.73028135,0.28765842,0.0,0.0,1
0.74886906,0.29164732,0.0,0.0,1
0.7697512,0.28929758,0.0,0.0,1
0.79118687,0.29330447,0.0,0.0,1
0.808092,0.2923328,0.0,0.0,1
0.83094776,0.291567,0.0,0.0,1
